dataset,n,label,delta
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,0,-0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,1,0.16666666666666666
junyi,0,0,-0.16666666666666666
