query_concept,support_concept,hop,weight
16,83,3,0.48999999999999994
38,21,1,1.0
16,21,2,0.7
12,21,3,0.48999999999999994
13,21,3,0.48999999999999994
16,38,1,1.0
12,38,2,0.7
13,38,2,0.7
7,38,3,0.48999999999999994
12,16,1,1.0
13,16,1,1.0
7,16,2,0.7
45,16,3,0.48999999999999994
58,16,3,0.48999999999999994
7,12,1,1.0
7,13,1,1.0
45,12,2,0.7
58,12,2,0.7
45,13,2,0.7
58,13,2,0.7
13,12,3,0.48999999999999994
12,13,3,0.48999999999999994
45,7,1,1.0
58,7,1,1.0
12,7,2,0.7
13,7,2,0.7
47,7,3,0.48999999999999994
12,45,1,1.0
13,45,1,1.0
12,58,1,1.0
13,58,1,1.0
47,45,2,0.7
47,58,2,0.7
104,45,3,0.48999999999999994
104,58,3,0.48999999999999994
47,12,1,1.0
47,13,1,1.0
104,12,2,0.7
104,13,2,0.7
29,12,3,0.48999999999999994
29,13,3,0.48999999999999994
104,47,1,1.0
29,47,2,0.7
98,47,3,0.48999999999999994
29,104,1,1.0
98,104,2,0.7
89,104,3,0.48999999999999994
98,29,1,1.0
89,29,2,0.7
45,29,3,0.48999999999999994
58,29,3,0.48999999999999994
89,98,1,1.0
45,98,2,0.7
58,98,2,0.7
89,98,3,0.48999999999999994
45,89,1,1.0
58,89,1,1.0
1,89,3,0.48999999999999994
24,89,3,0.48999999999999994
31,89,3,0.48999999999999994
48,89,3,0.48999999999999994
89,45,1,1.0
89,58,1,1.0
1,45,2,0.7
24,45,2,0.7
31,45,2,0.7
48,45,2,0.7
1,58,2,0.7
24,58,2,0.7
31,58,2,0.7
48,58,2,0.7
13,45,3,0.48999999999999994
13,58,3,0.48999999999999994
1,89,1,1.0
24,89,1,1.0
31,89,1,1.0
48,89,1,1.0
13,89,2,0.7
98,89,3,0.48999999999999994
13,1,1,1.0
13,24,1,1.0
13,31,1,1.0
13,48,1,1.0
98,1,2,0.7
98,24,2,0.7
98,31,2,0.7
98,48,2,0.7
42,1,3,0.48999999999999994
42,24,3,0.48999999999999994
42,31,3,0.48999999999999994
42,48,3,0.48999999999999994
98,13,1,1.0
42,13,2,0.7
79,13,3,0.48999999999999994
42,98,1,1.0
79,98,2,0.7
89,98,3,0.48999999999999994
79,42,1,1.0
89,42,2,0.7
98,42,3,0.48999999999999994
89,79,1,1.0
98,79,2,0.7
55,79,3,0.48999999999999994
98,89,1,1.0
55,89,2,0.7
41,89,3,0.48999999999999994
55,98,1,1.0
41,98,2,0.7
95,98,3,0.48999999999999994
41,55,1,1.0
95,55,2,0.7
12,55,3,0.48999999999999994
13,55,3,0.48999999999999994
95,41,1,1.0
12,41,2,0.7
13,41,2,0.7
34,41,3,0.48999999999999994
12,95,1,1.0
13,95,1,1.0
34,95,2,0.7
5,95,3,0.48999999999999994
8,95,3,0.48999999999999994
34,12,1,1.0
34,13,1,1.0
5,12,2,0.7
8,12,2,0.7
5,13,2,0.7
8,13,2,0.7
29,12,3,0.48999999999999994
29,13,3,0.48999999999999994
5,34,1,1.0
8,34,1,1.0
29,34,2,0.7
99,34,3,0.48999999999999994
29,5,1,1.0
29,8,1,1.0
99,5,2,0.7
99,8,2,0.7
23,5,3,0.48999999999999994
29,5,3,0.48999999999999994
23,8,3,0.48999999999999994
29,8,3,0.48999999999999994
99,29,1,1.0
23,29,2,0.7
42,29,3,0.48999999999999994
23,99,1,1.0
29,99,1,1.0
42,99,2,0.7
13,99,3,0.48999999999999994
42,23,1,1.0
42,29,1,1.0
13,23,2,0.7
13,29,2,0.7
99,23,3,0.48999999999999994
99,29,3,0.48999999999999994
13,42,1,1.0
99,42,2,0.7
6,42,3,0.48999999999999994
37,42,3,0.48999999999999994
99,13,1,1.0
6,13,2,0.7
37,13,2,0.7
20,13,3,0.48999999999999994
6,99,1,1.0
37,99,1,1.0
20,99,2,0.7
86,99,3,0.48999999999999994
20,6,1,1.0
20,37,1,1.0
86,6,2,0.7
86,37,2,0.7
78,6,3,0.48999999999999994
78,37,3,0.48999999999999994
86,20,1,1.0
78,20,2,0.7
60,20,3,0.48999999999999994
78,86,1,1.0
60,86,2,0.7
14,86,3,0.48999999999999994
60,78,1,1.0
14,78,2,0.7
48,78,3,0.48999999999999994
14,60,1,1.0
48,60,2,0.7
95,60,3,0.48999999999999994
48,14,1,1.0
95,14,2,0.7
20,14,3,0.48999999999999994
95,48,1,1.0
20,48,2,0.7
89,48,3,0.48999999999999994
20,95,1,1.0
89,95,2,0.7
7,95,3,0.48999999999999994
89,20,1,1.0
7,20,2,0.7
14,20,3,0.48999999999999994
7,89,1,1.0
14,89,2,0.7
7,89,3,0.48999999999999994
44,89,3,0.48999999999999994
14,7,1,1.0
44,7,2,0.7
38,7,3,0.48999999999999994
7,14,1,1.0
44,14,1,1.0
38,14,2,0.7
49,14,3,0.48999999999999994
38,7,1,1.0
38,44,1,1.0
49,7,2,0.7
49,44,2,0.7
67,7,3,0.48999999999999994
67,44,3,0.48999999999999994
49,38,1,1.0
67,38,2,0.7
104,38,3,0.48999999999999994
67,49,1,1.0
104,49,2,0.7
60,49,3,0.48999999999999994
104,67,1,1.0
60,67,2,0.7
25,67,3,0.48999999999999994
60,104,1,1.0
25,104,2,0.7
86,104,3,0.48999999999999994
25,60,1,1.0
86,60,2,0.7
49,60,3,0.48999999999999994
86,25,1,1.0
49,25,2,0.7
33,25,3,0.48999999999999994
49,86,1,1.0
33,86,2,0.7
7,86,3,0.48999999999999994
44,86,3,0.48999999999999994
33,49,1,1.0
7,49,2,0.7
44,49,2,0.7
6,49,3,0.48999999999999994
40,49,3,0.48999999999999994
7,33,1,1.0
44,33,1,1.0
6,33,2,0.7
40,33,2,0.7
98,33,3,0.48999999999999994
6,7,1,1.0
40,7,1,1.0
6,44,1,1.0
40,44,1,1.0
98,7,2,0.7
98,44,2,0.7
86,7,3,0.48999999999999994
86,44,3,0.48999999999999994
98,6,1,1.0
98,40,1,1.0
86,6,2,0.7
86,40,2,0.7
49,6,3,0.48999999999999994
49,40,3,0.48999999999999994
86,98,1,1.0
49,98,2,0.7
38,98,3,0.48999999999999994
49,86,1,1.0
38,86,2,0.7
7,86,3,0.48999999999999994
44,86,3,0.48999999999999994
38,49,1,1.0
7,49,2,0.7
44,49,2,0.7
13,49,3,0.48999999999999994
7,38,1,1.0
44,38,1,1.0
13,38,2,0.7
5,38,3,0.48999999999999994
9,38,3,0.48999999999999994
13,7,1,1.0
13,44,1,1.0
5,7,2,0.7
9,7,2,0.7
5,44,2,0.7
9,44,2,0.7
80,7,3,0.48999999999999994
80,44,3,0.48999999999999994
5,13,1,1.0
9,13,1,1.0
80,13,2,0.7
63,13,3,0.48999999999999994
80,5,1,1.0
80,9,1,1.0
63,5,2,0.7
63,9,2,0.7
63,80,1,1.0
1,99,1,1.0
24,99,1,1.0
31,99,1,1.0
48,99,1,1.0
42,99,2,0.7
48,99,3,0.48999999999999994
42,1,1,1.0
42,24,1,1.0
42,31,1,1.0
42,48,1,1.0
48,1,2,0.7
48,24,2,0.7
48,31,2,0.7
31,1,3,0.48999999999999994
49,1,3,0.48999999999999994
1,24,3,0.48999999999999994
31,24,3,0.48999999999999994
49,24,3,0.48999999999999994
1,31,3,0.48999999999999994
49,31,3,0.48999999999999994
1,48,3,0.48999999999999994
31,48,3,0.48999999999999994
49,48,3,0.48999999999999994
48,42,1,1.0
1,42,2,0.7
31,42,2,0.7
49,42,2,0.7
56,42,3,0.48999999999999994
1,48,1,1.0
31,48,1,1.0
49,48,1,1.0
56,48,2,0.7
30,48,3,0.48999999999999994
56,1,1,1.0
56,31,1,1.0
56,49,1,1.0
30,1,2,0.7
30,31,2,0.7
30,49,2,0.7
98,1,3,0.48999999999999994
98,31,3,0.48999999999999994
98,49,3,0.48999999999999994
30,56,1,1.0
98,56,2,0.7
0,56,3,0.48999999999999994
9,56,3,0.48999999999999994
98,30,1,1.0
0,30,2,0.7
9,30,2,0.7
89,30,3,0.48999999999999994
0,98,1,1.0
9,98,1,1.0
89,98,2,0.7
104,98,3,0.48999999999999994
89,0,1,1.0
89,9,1,1.0
104,0,2,0.7
104,9,2,0.7
4,0,3,0.48999999999999994
4,9,3,0.48999999999999994
104,89,1,1.0
4,89,2,0.7
0,89,3,0.48999999999999994
11,89,3,0.48999999999999994
4,104,1,1.0
0,104,2,0.7
11,104,2,0.7
5,104,3,0.48999999999999994
11,104,3,0.48999999999999994
0,4,1,1.0
11,4,1,1.0
5,4,2,0.7
11,4,2,0.7
47,4,3,0.48999999999999994
5,0,1,1.0
11,0,1,1.0
5,11,1,1.0
47,0,2,0.7
47,11,2,0.7
37,0,3,0.48999999999999994
37,11,3,0.48999999999999994
47,5,1,1.0
47,11,1,1.0
37,5,2,0.7
37,11,2,0.7
29,5,3,0.48999999999999994
29,11,3,0.48999999999999994
37,47,1,1.0
29,47,2,0.7
23,47,3,0.48999999999999994
29,47,3,0.48999999999999994
29,37,1,1.0
23,37,2,0.7
29,37,2,0.7
15,37,3,0.48999999999999994
16,37,3,0.48999999999999994
23,29,1,1.0
15,29,2,0.7
16,29,2,0.7
47,29,3,0.48999999999999994
15,23,1,1.0
16,23,1,1.0
15,29,1,1.0
16,29,1,1.0
47,23,2,0.7
47,29,2,0.7
103,23,3,0.48999999999999994
103,29,3,0.48999999999999994
47,15,1,1.0
47,16,1,1.0
103,15,2,0.7
103,16,2,0.7
99,15,3,0.48999999999999994
99,16,3,0.48999999999999994
103,47,1,1.0
99,47,2,0.7
25,47,3,0.48999999999999994
99,103,1,1.0
25,103,2,0.7
45,103,3,0.48999999999999994
58,103,3,0.48999999999999994
25,99,1,1.0
45,99,2,0.7
58,99,2,0.7
12,99,3,0.48999999999999994
13,99,3,0.48999999999999994
45,25,1,1.0
58,25,1,1.0
12,25,2,0.7
13,25,2,0.7
38,25,3,0.48999999999999994
12,45,1,1.0
13,45,1,1.0
12,58,1,1.0
13,58,1,1.0
38,45,2,0.7
38,58,2,0.7
0,45,3,0.48999999999999994
9,45,3,0.48999999999999994
0,58,3,0.48999999999999994
9,58,3,0.48999999999999994
38,12,1,1.0
38,13,1,1.0
0,12,2,0.7
9,12,2,0.7
0,13,2,0.7
9,13,2,0.7
82,12,3,0.48999999999999994
82,13,3,0.48999999999999994
0,38,1,1.0
9,38,1,1.0
82,38,2,0.7
59,38,3,0.48999999999999994
82,0,1,1.0
82,9,1,1.0
59,0,2,0.7
59,9,2,0.7
12,0,3,0.48999999999999994
13,0,3,0.48999999999999994
12,9,3,0.48999999999999994
13,9,3,0.48999999999999994
59,82,1,1.0
12,82,2,0.7
13,82,2,0.7
47,82,3,0.48999999999999994
12,59,1,1.0
13,59,1,1.0
47,59,2,0.7
82,59,3,0.48999999999999994
47,12,1,1.0
47,13,1,1.0
82,12,2,0.7
82,13,2,0.7
103,12,3,0.48999999999999994
103,13,3,0.48999999999999994
82,47,1,1.0
103,47,2,0.7
103,47,3,0.48999999999999994
103,82,1,1.0
103,82,2,0.7
29,82,3,0.48999999999999994
49,82,3,0.48999999999999994
29,103,2,0.7
49,103,2,0.7
89,103,3,0.48999999999999994
29,103,1,1.0
49,103,1,1.0
89,103,2,0.7
2,103,3,0.48999999999999994
89,29,1,1.0
89,49,1,1.0
2,29,2,0.7
2,49,2,0.7
48,29,3,0.48999999999999994
48,49,3,0.48999999999999994
2,89,1,1.0
48,89,2,0.7
12,89,3,0.48999999999999994
13,89,3,0.48999999999999994
48,2,1,1.0
12,2,2,0.7
13,2,2,0.7
12,2,3,0.48999999999999994
13,2,3,0.48999999999999994
12,48,1,1.0
13,48,1,1.0
12,48,2,0.7
13,48,2,0.7
12,48,3,0.48999999999999994
13,48,3,0.48999999999999994
13,12,1,1.0
12,13,1,1.0
13,12,2,0.7
12,13,2,0.7
78,12,3,0.48999999999999994
78,13,3,0.48999999999999994
13,12,1,1.0
12,13,1,1.0
78,12,2,0.7
78,13,2,0.7
29,12,3,0.48999999999999994
29,13,3,0.48999999999999994
78,12,1,1.0
78,13,1,1.0
29,12,2,0.7
29,13,2,0.7
38,12,3,0.48999999999999994
38,13,3,0.48999999999999994
29,78,1,1.0
38,78,2,0.7
38,29,1,1.0
78,29,2,0.7
82,29,3,0.48999999999999994
78,38,1,1.0
82,38,2,0.7
82,38,3,0.48999999999999994
82,78,1,1.0
82,78,2,0.7
12,78,3,0.48999999999999994
13,78,3,0.48999999999999994
12,82,2,0.7
13,82,2,0.7
99,82,3,0.48999999999999994
12,82,1,1.0
13,82,1,1.0
99,82,2,0.7
99,12,1,1.0
99,13,1,1.0
82,12,2,0.7
82,13,2,0.7
20,12,3,0.48999999999999994
20,13,3,0.48999999999999994
82,99,1,1.0
20,99,2,0.7
1,99,3,0.48999999999999994
24,99,3,0.48999999999999994
31,99,3,0.48999999999999994
48,99,3,0.48999999999999994
20,82,1,1.0
1,82,2,0.7
24,82,2,0.7
31,82,2,0.7
48,82,2,0.7
1,82,3,0.48999999999999994
44,82,3,0.48999999999999994
1,20,1,1.0
24,20,1,1.0
31,20,1,1.0
48,20,1,1.0
1,20,2,0.7
44,20,2,0.7
98,20,3,0.48999999999999994
44,1,1,1.0
1,24,1,1.0
44,24,1,1.0
1,31,1,1.0
44,31,1,1.0
1,48,1,1.0
44,48,1,1.0
98,1,2,0.7
98,24,2,0.7
98,31,2,0.7
98,48,2,0.7
48,1,3,0.48999999999999994
48,24,3,0.48999999999999994
48,31,3,0.48999999999999994
98,1,1,1.0
98,44,1,1.0
48,1,2,0.7
48,44,2,0.7
47,1,3,0.48999999999999994
47,44,3,0.48999999999999994
48,98,1,1.0
47,98,2,0.7
48,98,3,0.48999999999999994
47,48,1,1.0
12,48,3,0.48999999999999994
13,48,3,0.48999999999999994
48,47,1,1.0
12,47,2,0.7
13,47,2,0.7
119,47,3,0.48999999999999994
12,48,1,1.0
13,48,1,1.0
119,48,2,0.7
99,48,3,0.48999999999999994
119,12,1,1.0
119,13,1,1.0
99,12,2,0.7
99,13,2,0.7
59,12,3,0.48999999999999994
59,13,3,0.48999999999999994
99,119,1,1.0
59,119,2,0.7
48,119,3,0.48999999999999994
59,99,1,1.0
48,99,2,0.7
12,99,3,0.48999999999999994
13,99,3,0.48999999999999994
48,59,1,1.0
12,59,2,0.7
13,59,2,0.7
60,59,3,0.48999999999999994
12,48,1,1.0
13,48,1,1.0
60,48,2,0.7
106,48,3,0.48999999999999994
60,12,1,1.0
60,13,1,1.0
106,12,2,0.7
106,13,2,0.7
38,12,3,0.48999999999999994
38,13,3,0.48999999999999994
106,60,1,1.0
38,60,2,0.7
89,60,3,0.48999999999999994
38,106,1,1.0
89,106,2,0.7
99,106,3,0.48999999999999994
89,38,1,1.0
99,38,2,0.7
99,38,3,0.48999999999999994
99,89,1,1.0
99,89,2,0.7
12,89,3,0.48999999999999994
13,89,3,0.48999999999999994
12,99,2,0.7
13,99,2,0.7
81,99,3,0.48999999999999994
12,99,1,1.0
13,99,1,1.0
81,99,2,0.7
63,99,3,0.48999999999999994
81,12,1,1.0
81,13,1,1.0
63,12,2,0.7
63,13,2,0.7
89,12,3,0.48999999999999994
89,13,3,0.48999999999999994
63,81,1,1.0
89,81,2,0.7
92,81,3,0.48999999999999994
89,63,1,1.0
92,63,2,0.7
6,63,3,0.48999999999999994
40,63,3,0.48999999999999994
92,89,1,1.0
6,89,2,0.7
40,89,2,0.7
30,89,3,0.48999999999999994
6,92,1,1.0
40,92,1,1.0
30,92,2,0.7
13,92,3,0.48999999999999994
30,6,1,1.0
30,40,1,1.0
13,6,2,0.7
13,40,2,0.7
47,6,3,0.48999999999999994
47,40,3,0.48999999999999994
13,30,1,1.0
47,30,2,0.7
79,30,3,0.48999999999999994
47,13,1,1.0
79,13,2,0.7
38,13,3,0.48999999999999994
79,47,1,1.0
38,47,2,0.7
99,47,3,0.48999999999999994
38,79,1,1.0
99,79,2,0.7
20,79,3,0.48999999999999994
99,38,1,1.0
20,38,2,0.7
45,38,3,0.48999999999999994
58,38,3,0.48999999999999994
20,99,1,1.0
45,99,2,0.7
58,99,2,0.7
98,99,3,0.48999999999999994
45,20,1,1.0
58,20,1,1.0
98,20,2,0.7
30,20,3,0.48999999999999994
98,45,1,1.0
98,58,1,1.0
30,45,2,0.7
30,58,2,0.7
99,45,3,0.48999999999999994
99,58,3,0.48999999999999994
30,98,1,1.0
99,98,2,0.7
37,98,3,0.48999999999999994
99,30,1,1.0
37,30,2,0.7
6,30,3,0.48999999999999994
11,30,3,0.48999999999999994
37,99,1,1.0
6,99,2,0.7
11,99,2,0.7
7,99,3,0.48999999999999994
6,37,1,1.0
11,37,1,1.0
7,37,2,0.7
1,37,3,0.48999999999999994
24,37,3,0.48999999999999994
44,37,3,0.48999999999999994
7,6,1,1.0
7,11,1,1.0
1,6,2,0.7
24,6,2,0.7
44,6,2,0.7
1,11,2,0.7
24,11,2,0.7
44,11,2,0.7
119,6,3,0.48999999999999994
119,11,3,0.48999999999999994
1,7,1,1.0
24,7,1,1.0
44,7,1,1.0
119,7,2,0.7
13,7,3,0.48999999999999994
119,1,1,1.0
119,24,1,1.0
119,44,1,1.0
13,1,2,0.7
13,24,2,0.7
13,44,2,0.7
7,1,3,0.48999999999999994
7,24,3,0.48999999999999994
7,44,3,0.48999999999999994
13,119,1,1.0
7,119,2,0.7
20,119,3,0.48999999999999994
7,13,1,1.0
20,13,2,0.7
80,13,3,0.48999999999999994
20,7,1,1.0
80,7,2,0.7
48,7,3,0.48999999999999994
80,20,1,1.0
48,20,2,0.7
82,20,3,0.48999999999999994
48,80,1,1.0
82,80,2,0.7
119,80,3,0.48999999999999994
82,48,1,1.0
119,48,2,0.7
13,48,3,0.48999999999999994
119,82,1,1.0
13,82,2,0.7
42,82,3,0.48999999999999994
13,119,1,1.0
42,119,2,0.7
27,119,3,0.48999999999999994
42,13,1,1.0
27,13,2,0.7
38,13,3,0.48999999999999994
27,42,1,1.0
38,42,2,0.7
38,42,3,0.48999999999999994
38,27,1,1.0
38,27,2,0.7
29,27,3,0.48999999999999994
29,38,2,0.7
99,38,3,0.48999999999999994
29,38,1,1.0
99,38,2,0.7
6,38,3,0.48999999999999994
14,38,3,0.48999999999999994
99,29,1,1.0
6,29,2,0.7
14,29,2,0.7
78,29,3,0.48999999999999994
6,99,1,1.0
14,99,1,1.0
78,99,2,0.7
78,6,1,1.0
78,14,1,1.0
99,6,2,0.7
99,14,2,0.7
99,6,3,0.48999999999999994
99,14,3,0.48999999999999994
99,78,1,1.0
99,78,2,0.7
98,78,3,0.48999999999999994
98,99,2,0.7
23,99,3,0.48999999999999994
29,99,3,0.48999999999999994
98,99,1,1.0
23,99,2,0.7
29,99,2,0.7
23,98,1,1.0
29,98,1,1.0
99,98,2,0.7
29,98,3,0.48999999999999994
99,23,1,1.0
99,29,1,1.0
29,23,2,0.7
42,23,3,0.48999999999999994
42,29,3,0.48999999999999994
29,99,1,1.0
42,99,2,0.7
13,99,3,0.48999999999999994
42,29,1,1.0
13,29,2,0.7
98,29,3,0.48999999999999994
13,42,1,1.0
98,42,2,0.7
98,42,3,0.48999999999999994
98,13,1,1.0
98,13,2,0.7
7,13,3,0.48999999999999994
44,13,3,0.48999999999999994
7,98,2,0.7
44,98,2,0.7
55,98,3,0.48999999999999994
7,98,1,1.0
44,98,1,1.0
55,98,2,0.7
82,98,3,0.48999999999999994
55,7,1,1.0
55,44,1,1.0
82,7,2,0.7
82,44,2,0.7
49,7,3,0.48999999999999994
49,44,3,0.48999999999999994
82,55,1,1.0
49,55,2,0.7
12,55,3,0.48999999999999994
13,55,3,0.48999999999999994
49,82,1,1.0
12,82,2,0.7
13,82,2,0.7
30,82,3,0.48999999999999994
12,49,1,1.0
13,49,1,1.0
30,49,2,0.7
89,49,3,0.48999999999999994
30,12,1,1.0
30,13,1,1.0
89,12,2,0.7
89,13,2,0.7
90,12,3,0.48999999999999994
90,13,3,0.48999999999999994
89,30,1,1.0
90,30,2,0.7
5,30,3,0.48999999999999994
9,30,3,0.48999999999999994
90,89,1,1.0
5,89,2,0.7
9,89,2,0.7
1,89,3,0.48999999999999994
24,89,3,0.48999999999999994
31,89,3,0.48999999999999994
5,90,1,1.0
9,90,1,1.0
1,90,2,0.7
24,90,2,0.7
31,90,2,0.7
29,90,3,0.48999999999999994
1,5,1,1.0
24,5,1,1.0
31,5,1,1.0
1,9,1,1.0
24,9,1,1.0
31,9,1,1.0
29,5,2,0.7
29,9,2,0.7
12,5,3,0.48999999999999994
13,5,3,0.48999999999999994
12,9,3,0.48999999999999994
13,9,3,0.48999999999999994
29,1,1,1.0
29,24,1,1.0
29,31,1,1.0
12,1,2,0.7
13,1,2,0.7
12,24,2,0.7
13,24,2,0.7
12,31,2,0.7
13,31,2,0.7
98,1,3,0.48999999999999994
98,24,3,0.48999999999999994
98,31,3,0.48999999999999994
12,29,1,1.0
13,29,1,1.0
98,29,2,0.7
12,29,3,0.48999999999999994
13,29,3,0.48999999999999994
98,12,1,1.0
98,13,1,1.0
13,12,2,0.7
12,13,2,0.7
30,12,3,0.48999999999999994
30,13,3,0.48999999999999994
12,98,1,1.0
13,98,1,1.0
30,98,2,0.7
42,98,3,0.48999999999999994
30,12,1,1.0
30,13,1,1.0
42,12,2,0.7
42,13,2,0.7
81,12,3,0.48999999999999994
81,13,3,0.48999999999999994
42,30,1,1.0
81,30,2,0.7
48,30,3,0.48999999999999994
81,42,1,1.0
48,42,2,0.7
48,42,3,0.48999999999999994
48,81,1,1.0
48,81,2,0.7
45,81,3,0.48999999999999994
58,81,3,0.48999999999999994
45,48,2,0.7
58,48,2,0.7
98,48,3,0.48999999999999994
45,48,1,1.0
58,48,1,1.0
98,48,2,0.7
96,48,3,0.48999999999999994
98,45,1,1.0
98,58,1,1.0
96,45,2,0.7
96,58,2,0.7
99,45,3,0.48999999999999994
99,58,3,0.48999999999999994
96,98,1,1.0
99,98,2,0.7
104,98,3,0.48999999999999994
99,96,1,1.0
104,96,2,0.7
44,96,3,0.48999999999999994
104,99,1,1.0
44,99,2,0.7
48,99,3,0.48999999999999994
44,104,1,1.0
48,104,2,0.7
12,104,3,0.48999999999999994
13,104,3,0.48999999999999994
48,44,1,1.0
12,44,2,0.7
13,44,2,0.7
37,44,3,0.48999999999999994
12,48,1,1.0
13,48,1,1.0
37,48,2,0.7
0,48,3,0.48999999999999994
9,48,3,0.48999999999999994
37,12,1,1.0
37,13,1,1.0
0,12,2,0.7
9,12,2,0.7
0,13,2,0.7
9,13,2,0.7
99,12,3,0.48999999999999994
99,13,3,0.48999999999999994
0,37,1,1.0
9,37,1,1.0
99,37,2,0.7
92,37,3,0.48999999999999994
99,0,1,1.0
99,9,1,1.0
92,0,2,0.7
92,9,2,0.7
22,0,3,0.48999999999999994
80,0,3,0.48999999999999994
22,9,3,0.48999999999999994
80,9,3,0.48999999999999994
92,99,1,1.0
22,99,2,0.7
80,99,2,0.7
29,99,3,0.48999999999999994
22,92,1,1.0
80,92,1,1.0
29,92,2,0.7
59,92,3,0.48999999999999994
29,22,1,1.0
29,80,1,1.0
59,22,2,0.7
59,80,2,0.7
12,22,3,0.48999999999999994
13,22,3,0.48999999999999994
12,80,3,0.48999999999999994
13,80,3,0.48999999999999994
59,29,1,1.0
12,29,2,0.7
13,29,2,0.7
5,29,3,0.48999999999999994
9,29,3,0.48999999999999994
12,59,1,1.0
13,59,1,1.0
5,59,2,0.7
9,59,2,0.7
60,59,3,0.48999999999999994
5,12,1,1.0
9,12,1,1.0
5,13,1,1.0
9,13,1,1.0
60,12,2,0.7
60,13,2,0.7
89,12,3,0.48999999999999994
89,13,3,0.48999999999999994
60,5,1,1.0
60,9,1,1.0
89,5,2,0.7
89,9,2,0.7
106,5,3,0.48999999999999994
106,9,3,0.48999999999999994
89,60,1,1.0
106,60,2,0.7
42,60,3,0.48999999999999994
106,89,1,1.0
42,89,2,0.7
12,89,3,0.48999999999999994
13,89,3,0.48999999999999994
42,106,1,1.0
12,106,2,0.7
13,106,2,0.7
12,106,3,0.48999999999999994
13,106,3,0.48999999999999994
12,42,1,1.0
13,42,1,1.0
12,42,2,0.7
13,42,2,0.7
47,42,3,0.48999999999999994
13,12,1,1.0
12,13,1,1.0
47,12,2,0.7
47,13,2,0.7
98,12,3,0.48999999999999994
98,13,3,0.48999999999999994
47,12,1,1.0
47,13,1,1.0
98,12,2,0.7
98,13,2,0.7
59,12,3,0.48999999999999994
59,13,3,0.48999999999999994
98,47,1,1.0
59,47,2,0.7
98,47,3,0.48999999999999994
59,98,1,1.0
37,98,3,0.48999999999999994
98,59,1,1.0
37,59,2,0.7
5,59,3,0.48999999999999994
11,59,3,0.48999999999999994
37,98,1,1.0
5,98,2,0.7
11,98,2,0.7
38,98,3,0.48999999999999994
5,37,1,1.0
11,37,1,1.0
38,37,2,0.7
82,37,3,0.48999999999999994
38,5,1,1.0
38,11,1,1.0
82,5,2,0.7
82,11,2,0.7
45,5,3,0.48999999999999994
58,5,3,0.48999999999999994
45,11,3,0.48999999999999994
58,11,3,0.48999999999999994
82,38,1,1.0
45,38,2,0.7
58,38,2,0.7
30,38,3,0.48999999999999994
45,82,1,1.0
58,82,1,1.0
30,82,2,0.7
47,82,3,0.48999999999999994
30,45,1,1.0
30,58,1,1.0
47,45,2,0.7
47,58,2,0.7
14,45,3,0.48999999999999994
14,58,3,0.48999999999999994
47,30,1,1.0
14,30,2,0.7
44,30,3,0.48999999999999994
14,47,1,1.0
44,47,2,0.7
56,47,3,0.48999999999999994
44,14,1,1.0
56,14,2,0.7
5,14,3,0.48999999999999994
8,14,3,0.48999999999999994
56,44,1,1.0
5,44,2,0.7
8,44,2,0.7
7,44,3,0.48999999999999994
5,56,1,1.0
8,56,1,1.0
7,56,2,0.7
44,56,2,0.7
13,56,3,0.48999999999999994
7,5,1,1.0
44,5,1,1.0
7,8,1,1.0
44,8,1,1.0
13,5,2,0.7
13,8,2,0.7
32,5,3,0.48999999999999994
32,8,3,0.48999999999999994
13,7,1,1.0
13,44,1,1.0
32,7,2,0.7
32,44,2,0.7
60,7,3,0.48999999999999994
60,44,3,0.48999999999999994
32,13,1,1.0
60,13,2,0.7
106,13,3,0.48999999999999994
60,32,1,1.0
106,32,2,0.7
1,32,3,0.48999999999999994
24,32,3,0.48999999999999994
31,32,3,0.48999999999999994
106,60,1,1.0
1,60,2,0.7
24,60,2,0.7
31,60,2,0.7
82,60,3,0.48999999999999994
1,106,1,1.0
24,106,1,1.0
31,106,1,1.0
82,106,2,0.7
41,106,3,0.48999999999999994
82,1,1,1.0
82,24,1,1.0
82,31,1,1.0
41,1,2,0.7
41,24,2,0.7
41,31,2,0.7
13,1,3,0.48999999999999994
13,24,3,0.48999999999999994
13,31,3,0.48999999999999994
41,82,1,1.0
13,82,2,0.7
59,82,3,0.48999999999999994
13,41,1,1.0
59,41,2,0.7
47,41,3,0.48999999999999994
59,13,1,1.0
47,13,2,0.7
82,13,3,0.48999999999999994
47,59,1,1.0
82,59,2,0.7
12,59,3,0.48999999999999994
13,59,3,0.48999999999999994
82,47,1,1.0
12,47,2,0.7
13,47,2,0.7
98,47,3,0.48999999999999994
12,82,1,1.0
13,82,1,1.0
98,82,2,0.7
20,82,3,0.48999999999999994
98,12,1,1.0
98,13,1,1.0
20,12,2,0.7
20,13,2,0.7
29,12,3,0.48999999999999994
29,13,3,0.48999999999999994
20,98,1,1.0
29,98,2,0.7
63,98,3,0.48999999999999994
29,20,1,1.0
63,20,2,0.7
29,20,3,0.48999999999999994
63,29,1,1.0
26,29,3,0.48999999999999994
29,63,1,1.0
26,63,2,0.7
33,63,3,0.48999999999999994
26,29,1,1.0
33,29,2,0.7
6,29,3,0.48999999999999994
9,29,3,0.48999999999999994
33,26,1,1.0
6,26,2,0.7
9,26,2,0.7
56,26,3,0.48999999999999994
